"groups_pas","ST07","ST08","ST09","ST10","ST12","ST13","ST14","ST15","ST16","ST17","ST18","ST18-2","soundspeed","synced_time"
0,NA,900145.997383005,NA,NA,NA,NA,900146.015742783,900145.949090119,900145.9853664,900146.009075472,900145.981579197,900145.995579678,1458.57398666036,"2015-10-16 20:35:50.382475008"
0,NA,900696.394888005,NA,NA,NA,NA,900696.413209417,900696.3465285,900696.382808863,900696.406520042,900696.378957014,900696.39306168,1458.57398666036,"2015-10-16 20:45:00.779913472"
0,NA,901254.013876005,NA,NA,NA,NA,901254.03221904,901253.965544536,901254.001896315,901254.025698681,901253.998120186,901254.012128867,1458.57398666036,"2015-10-16 20:54:18.398929408"
0,NA,901825.621835005,NA,NA,NA,NA,901825.640425649,901825.573625019,901825.610084879,901825.633659543,901825.606262214,901825.620073923,1458.57398666036,"2015-10-16 21:03:50.007010048"
0,NA,902425.281736005,902425.327451293,NA,NA,NA,902425.299923315,902425.233434362,902425.269774716,902425.293479794,902425.266059832,902425.279968521,1458.57398666036,"2015-10-16 21:13:49.666819328"
0,NA,903081.630010005,NA,NA,NA,NA,903081.648492252,903081.581789225,903081.618153065,903081.641906625,903081.614359244,903081.628347583,1458.57398666036,"2015-10-16 21:24:46.015174144"
0,NA,903730.921899005,NA,NA,NA,NA,903730.940614034,903730.873862405,903730.910081364,903730.933895447,903730.906370452,903730.920349721,1458.57398666036,"2015-10-16 21:35:35.307247360"
0,NA,NA,NA,NA,NA,NA,NA,NA,904366.533403504,NA,NA,NA,1458.57398666036,"2015-10-16 21:46:10.966788608"
0,NA,904975.235065005,NA,NA,NA,NA,904975.253634274,904975.186922516,904975.223099244,904975.247010082,904975.219453347,904975.233444668,1458.57398666036,"2015-10-16 21:56:19.620307456"
0,NA,905529.533807005,NA,NA,NA,NA,905529.552314768,905529.485694725,905529.521958205,905529.545665987,905529.518170044,905529.53219236,1458.57398666036,"2015-10-16 22:05:33.919079680"
0,NA,906094.515474005,906094.559295051,906094.539744114,NA,906094.58075015,906094.533764747,906094.467187463,906094.50358881,906094.52717703,906094.499718341,906094.5138571,1458.57398666036,"2015-10-16 22:14:58.900572416"
0,NA,906681.131488005,906681.175811855,NA,NA,NA,906681.149844813,906681.083316157,906681.119657625,906681.143296234,906681.115923594,906681.12985635,1458.57398666036,"2015-10-16 22:24:45.516701184"
0,NA,907310.815898005,NA,907310.838018366,NA,NA,907310.834291096,907310.767619821,907310.803905843,907310.827631771,907310.800245765,907310.814241006,1458.48571368143,"2015-10-16 22:35:15.201004800"
0,NA,907907.289151005,NA,NA,NA,NA,907907.307557413,907907.24098233,907907.277363492,907907.300925413,907907.27339521,907907.287461438,1458.48571368143,"2015-10-16 22:45:11.674367232"
0,NA,908557.022433005,NA,NA,NA,908557.089063914,908557.040868419,908556.974248487,908557.010684213,908557.034204628,908557.006700353,908557.020810308,1458.48571368143,"2015-10-16 22:56:01.407633408"
0,NA,909193.231137005,NA,NA,NA,909193.295231275,909193.249572337,909193.182842071,909193.219092773,909193.242891595,909193.215320628,909193.229388142,1458.48571368143,"2015-10-16 23:06:37.616227072"
0,NA,909802.160486005,NA,909802.185704939,NA,909802.22894145,909802.17876917,909802.112195563,909802.148484961,909802.172101048,909802.144873109,909802.158609722,1458.48571368143,"2015-10-16 23:16:46.545580544"
0,910357.117430957,910356.988619005,910357.031822208,910357.012244321,NA,910357.051625696,910357.007138025,910356.940358705,910356.976632276,910357.000445267,910356.972982578,910356.986801088,1458.48571368143,"2015-10-16 23:26:01.373743616"
0,NA,910922.982470005,NA,910923.01105749,NA,NA,910923.001164422,910922.934234219,910922.970642156,910922.99433451,910922.966815431,910922.980686697,1458.48571368143,"2015-10-16 23:35:27.367619328"
0,NA,911511.452153005,NA,NA,NA,NA,911511.470604001,911511.404031421,911511.440371113,911511.46401071,911511.436491865,911511.450313187,1458.48571368143,"2015-10-16 23:45:15.837416448"
0,NA,912144.735104005,912144.778257403,912144.759071025,NA,912144.805618316,912144.753670993,912144.686875033,912144.723143212,912144.746965811,912144.719459421,912144.733283327,1458.48571368143,"2015-10-16 23:55:49.120260096"
0,NA,912748.272542005,912748.316858623,912748.291660482,NA,912748.33847471,912748.290983566,912748.224318354,912748.260650201,912748.284299057,912748.256797423,912748.270795034,1458.48571368143,"2015-10-17 00:05:52.657703424"
0,913291.955509005,913291.826859005,913291.870845739,913291.853726207,NA,913291.892765025,913291.845296352,913291.778871235,913291.815039028,913291.838899635,913291.811386368,913291.825368132,1458.48571368143,"2015-10-17 00:14:56.212256256"
0,913835.439997904,913835.311578005,913835.352635967,913835.332493953,NA,913835.375857163,913835.32991005,913835.263226151,913835.29982884,913835.323403289,913835.295876476,913835.309907963,1458.48571368143,"2015-10-17 00:23:59.696611072"
0,NA,914378.860495005,NA,NA,NA,NA,914378.879023679,914378.812379057,914378.848717609,914378.872403981,914378.84496568,914378.85881575,1458.39370914874,"2015-10-17 00:33:03.245764096"
0,NA,914922.863505005,914922.907997409,914922.895621492,NA,NA,914922.881826295,914922.815224828,914922.851596273,914922.875295607,914922.84794778,914922.861902625,1458.39370914874,"2015-10-17 00:42:07.248609792"
0,NA,915467.751001005,915467.79493659,915467.771373268,NA,915467.814978823,915467.76940996,915467.702755323,915467.739156765,915467.76276705,915467.735416557,915467.749279515,1458.39370914874,"2015-10-17 00:51:12.136140288"
0,NA,916014.531466005,916014.574706427,NA,NA,916014.597481202,916014.54975282,916014.483354214,916014.519675941,916014.543395038,916014.515754494,916014.529839077,1458.39370914874,"2015-10-17 01:00:18.916739328"
0,NA,916565.057669005,916565.103740496,NA,NA,NA,916565.076114141,916565.009590897,916565.045815547,916565.06953707,916565.042133646,916565.055932316,1458.39370914874,"2015-10-17 01:09:29.442976000"
0,NA,917122.995852005,917123.04010396,917123.018195292,NA,NA,917123.014214448,917122.947701178,917122.984096088,917123.007711156,917122.98019614,917122.994066358,1458.39370914874,"2015-10-17 01:18:47.381086208"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.39370914874,"2015-10-17 01:33:24.433384960"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.39370914874,"2015-10-17 01:43:24.433384960"
0,NA,918958.383158005,918958.42720704,918958.40668583,NA,918958.449366528,918958.401411048,918958.334916491,918958.371286669,918958.394947137,918958.367522909,918958.381552714,1458.39370914874,"2015-10-17 01:49:22.768301568"
0,919617.708248112,919617.580686005,NA,919617.605047429,NA,NA,919617.599015507,919617.532523861,919617.568804273,919617.592511145,919617.565182295,919617.579158825,1458.39370914874,"2015-10-17 02:00:21.965908736"
0,NA,920272.534283005,NA,920272.553857142,NA,NA,920272.552711246,920272.48620263,920272.522411248,920272.546072382,920272.518608035,920272.532710486,1458.39370914874,"2015-10-17 02:11:16.919587584"
0,NA,920919.418312005,920919.464830453,920919.441358047,NA,NA,920919.43668272,920919.370017045,920919.4063911,920919.430017878,920919.402562076,920919.416453749,1458.39370914874,"2015-10-17 02:22:03.803401984"
0,NA,921550.455200005,NA,921550.476537298,NA,NA,921550.473596824,921550.406898636,921550.44330987,921550.466924725,921550.439467373,921550.45337221,1458.30533340451,"2015-10-17 02:32:34.840283648"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.30533340451,"2015-10-17 02:43:24.433384960"
0,NA,922805.110797005,922805.155003696,922805.132680028,NA,922805.179044899,922805.129086665,922805.062585283,922805.098903819,922805.122707643,922805.095195251,922805.10908076,1458.30533340451,"2015-10-17 02:53:29.495970304"
0,NA,923452.583416005,923452.626905774,NA,NA,923452.648701014,923452.601844797,923452.535290577,923452.571470793,923452.595340288,923452.567740685,923452.581734471,1458.30533340451,"2015-10-17 03:04:16.968675584"
0,NA,924084.471490005,924084.516074487,NA,NA,NA,924084.489839608,924084.42335696,924084.459669663,924084.483327205,924084.456033218,924084.469782205,1458.30533340451,"2015-10-17 03:14:48.856741888"
0,NA,924685.011076005,924685.055186396,924685.030568353,NA,924685.077915654,924685.029515868,924684.96295156,924684.999138579,924685.023030627,924684.99542285,924685.009310028,1458.30533340451,"2015-10-17 03:24:49.396336640"
0,NA,925342.698429005,925342.746915453,NA,NA,NA,925342.716851135,925342.650284584,925342.686486585,925342.710229747,925342.682706588,925342.696601656,1458.30533340451,"2015-10-17 03:35:47.083669504"
0,NA,925994.755573005,925994.803750883,925994.780190239,NA,NA,925994.774209494,925994.707412458,925994.743554159,925994.767957456,925994.739980356,925994.75382013,1458.30533340451,"2015-10-17 03:46:39.140797440"
0,NA,926635.326305005,NA,926635.348562507,NA,NA,926635.34471612,926635.278133087,926635.314467109,926635.338147326,926635.310635118,926635.324562422,1458.30533340451,"2015-10-17 03:57:19.711518208"
0,NA,927253.716599005,927253.765365237,NA,NA,NA,927253.735204509,927253.668627949,927253.704853911,927253.728643222,927253.70104229,927253.714990471,1458.30533340451,"2015-10-17 04:07:38.102012928"
0,NA,927827.169028005,NA,NA,NA,927827.234584412,927827.18726646,927827.120778442,927827.157300697,927827.180864247,927827.153161395,927827.167352932,1458.30533340451,"2015-10-17 04:17:11.554163456"
0,NA,928430.520669005,928430.567078221,928430.543406964,NA,NA,928430.539180542,928430.472525227,928430.508808272,928430.532603301,928430.505106462,928430.519020111,1458.21690729631,"2015-10-17 04:27:14.905910272"
0,NA,928974.482179005,NA,NA,NA,NA,928974.50028217,928974.43377234,928974.470284851,928974.493997347,928974.466492755,928974.480240832,1458.21690729631,"2015-10-17 04:36:18.867157248"
0,929519.046376612,929518.950582005,929518.995309693,929518.973125512,NA,929519.017577644,NA,929518.902310302,929518.938751264,NA,929518.934970895,929518.948939126,1458.21690729631,"2015-10-17 04:45:23.335695360"
0,NA,930064.326170005,NA,930064.350071792,NA,NA,930064.344544472,930064.278032982,930064.314197463,930064.338041062,930064.310534678,930064.324511528,1458.21690729631,"2015-10-17 04:54:28.711417856"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.21690729631,"2015-10-17 05:03:24.433384960"
0,NA,931164.444292005,931164.490037975,931164.467559223,NA,NA,931164.462682917,931164.396121338,931164.43258933,931164.456650202,931164.4287138,931164.442678633,1458.21690729631,"2015-10-17 05:12:48.829506304"
0,NA,931726.254511005,NA,931726.278420237,NA,NA,931726.272997672,931726.206367716,931726.242584038,931726.266436691,931726.238817565,931726.252863899,1458.21690729631,"2015-10-17 05:22:10.639752704"
0,NA,NA,NA,NA,NA,NA,NA,932306.693600039,NA,NA,NA,NA,1458.12843080444,"2015-10-17 05:31:51.126984960"
0,NA,932924.183835005,NA,NA,NA,NA,932924.202214337,932924.135610367,932924.171986025,932924.195815905,932924.168148823,932924.182125427,1458.12843080444,"2015-10-17 05:42:08.568995328"
0,NA,933495.845893005,NA,933495.870754762,NA,933495.914686403,933495.864314222,933495.79769059,933495.833870198,933495.85777789,933495.830096909,933495.843963764,1458.12843080444,"2015-10-17 05:51:40.231075584"
0,NA,934096.072385005,934096.117496585,NA,NA,NA,934096.090695012,934096.024090546,934096.060544386,934096.084388273,934096.056793659,934096.07064533,1458.12843080444,"2015-10-17 06:01:40.457475584"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.12843080444,"2015-10-17 06:13:24.433384960"
0,NA,935404.495203005,NA,NA,NA,NA,935404.513714357,935404.44707443,935404.483384747,935404.507248297,935404.479575951,935404.49347622,1458.12843080444,"2015-10-17 06:23:28.880459520"
0,NA,936043.490161005,NA,NA,NA,NA,936043.508554257,936043.442021845,936043.478329486,936043.50207445,936043.474458443,936043.488457938,1458.03990390922,"2015-10-17 06:34:07.875406848"
0,NA,936658.130116005,NA,NA,NA,NA,936658.148621674,936658.08187919,936658.118195574,936658.142157154,936658.115226322,936658.128541003,1458.03990390922,"2015-10-17 06:44:22.515264256"
0,NA,937224.565260005,937224.610582717,937224.589284745,NA,937224.632453254,937224.583735311,937224.517048209,937224.553391313,937224.577238778,937224.549657603,937224.5636126,1458.03990390922,"2015-10-17 06:53:48.950433280"
0,NA,937814.434921005,937814.478384625,NA,NA,NA,937814.453240119,937814.386722633,937814.423185811,937814.446686172,937814.419118141,937814.43330203,1458.03990390922,"2015-10-17 07:03:38.820107520"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.03990390922,"2015-10-17 07:13:24.433384960"
0,NA,NA,NA,NA,NA,NA,NA,939060.24135906,NA,NA,939060.274193122,NA,1458.03990390922,"2015-10-17 07:24:24.674744064"
0,NA,939616.392574005,NA,NA,NA,NA,939616.41085251,939616.344401498,939616.380779843,939616.404289897,939616.376787899,939616.390816686,1458.03990390922,"2015-10-17 07:33:40.777786368"
0,NA,940185.194279005,NA,NA,NA,NA,940185.212414071,940185.145830828,940185.182225264,940185.205918032,940185.178482338,940185.192424395,1458.03990390922,"2015-10-17 07:43:09.579215872"
0,NA,940779.406668005,940779.450329531,NA,NA,NA,940779.425025059,940779.358331924,940779.394627181,940779.418466407,940779.390975038,940779.404907194,1458.03990390922,"2015-10-17 07:53:03.791716864"
0,NA,941424.514226005,NA,941424.540198625,NA,NA,941424.532630975,941424.466177516,941424.502442076,941424.526154222,941424.498661174,941424.512644932,1458.03990390922,"2015-10-17 08:03:48.899562496"
0,NA,942051.734576005,942051.7794604,NA,NA,NA,942051.752925332,942051.686522934,942051.722738449,942051.746349834,942051.718830381,942051.732864872,1458.03990390922,"2015-10-17 08:14:16.119907840"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.03990390922,"2015-10-17 08:23:24.433384960"
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458.03990390922,"2015-10-17 08:33:24.433384960"
0,NA,943901.804243006,NA,NA,NA,NA,943901.822791517,943901.755992551,943901.792403962,943901.816157219,943901.788540245,943901.802511528,1458.03990390922,"2015-10-17 08:45:06.189377536"
0,NA,944474.409986006,NA,NA,NA,NA,944474.428170027,944474.361657764,944474.397967891,944474.421598472,944474.394074148,944474.408026311,1458.03990390922,"2015-10-17 08:54:38.795042816"
0,NA,945075.926856006,945075.971548951,NA,NA,NA,945075.94522142,945075.878636612,945075.914914826,945075.938780023,945075.911151545,945075.925082356,1458.03990390922,"2015-10-17 09:04:40.312021504"
0,NA,945735.417779006,NA,NA,NA,NA,945735.436214658,945735.369539672,945735.406021751,NA,945735.402010823,945735.416012091,1458.03990390922,"2015-10-17 09:15:39.802924544"
0,NA,946391.231962006,NA,946391.257062205,NA,NA,946391.250288295,946391.183704945,946391.219907174,946391.243883213,946391.216227996,946391.230319119,1458.03990390922,"2015-10-17 09:26:35.617090048"
0,NA,947039.896962006,NA,NA,NA,NA,947039.915316859,947039.848790558,947039.885046574,947039.908790217,947039.881157802,947039.895148991,1458.03990390922,"2015-10-17 09:37:24.282175488"
0,NA,947674.228396006,947674.273058363,947674.251487301,NA,NA,947674.246755373,947674.180216839,947674.216490938,947674.240223049,947674.212615852,947674.226604392,1458.03990390922,"2015-10-17 09:47:58.613601792"
0,NA,948279.886998006,NA,NA,NA,NA,948279.905215893,948279.838725437,948279.875348247,948279.89871053,948279.871027349,948279.885214564,1458.03990390922,"2015-10-17 09:58:04.272110336"
0,NA,948828.111140006,NA,NA,NA,NA,948828.129523516,948828.063001675,948828.099233477,948828.122908329,948828.095447743,948828.109451443,1458.03990390922,"2015-10-17 10:07:12.496386560"
0,NA,949381.340899006,949381.385545594,949381.364828635,NA,NA,949381.359321753,949381.292692305,949381.329110998,949381.352891792,949381.325189642,949381.339297664,1458.03990390922,"2015-10-17 10:16:25.726077184"
