groups_pas,ST07,ST08,ST09,ST10,ST12,ST13,ST14,ST15,ST16,ST17,ST18,ST18-2,soundspeed,synced_time
0,,,,,,,0.0,,,,,,1444.7478138036402,2015-12-02 05:57:54.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 05:58:19.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 05:58:44.699278848
0,,,66.11088201999999,,,66.087180686,,,,,,,1444.7478138036402,2015-12-02 05:59:00.786459648
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 05:59:34.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 05:59:59.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:00:24.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:00:49.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:01:14.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:01:39.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:02:04.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:02:29.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:02:54.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:03:19.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:03:44.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:04:09.699278848
0,,,,,389.934366351,,,,,,,,1444.7478138036402,2015-12-02 06:04:24.633645312
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:04:59.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:05:24.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:05:49.699278848
0,511.200808115,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:06:25.900087040
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:06:39.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:07:04.699278848
0,,,,,,,,,,,,,1444.7478138036402,2015-12-02 06:07:29.699278848
